 time       |  1001 |  1002 |  1003 |  1004 |  1005 |  1006 |  1007 |  1008
------------+-------+-------+-------+-------+-------+-------+-------+------
00:00:01.00 | 1.283 | 1.311 | 1.297 | 1.310 | 1.255 | 1.297 | 1.796 | 1.746
00:00:02.00 | 1.285 | 1.285 | 1.293 | 1.309 | 1.270 | 1.277 | 1.606 | 1.749
00:00:03.00 | 1.258 | 1.291 | 1.299 | 1.284 | 1.259 | 1.341 | 1.578 | 1.781
00:00:04.00 | 1.541 | 1.279 | 1.295 | 1.287 | 1.303 | 1.328 | 1.616 | 1.769
00:00:05.00 | 1.263 | 1.262 | 1.295 | 1.303 | 1.263 | 1.295 | 1.753 | 1.769
00:00:06.00 | 1.267 | 1.268 | 1.295 | 1.309 | 1.246 | 1.396 | 1.708 | 1.743
00:00:07.00 | 1.826 | 1.277 | 1.293 | 1.293 | 1.252 | 1.309 | 1.776 | 1.749
00:00:08.00 | 2.289 | 1.319 | 1.300 | 1.307 | 1.284 | 1.292 | 1.630 | 1.740
00:00:09.00 | 2.346 | 1.296 | 1.280 | 1.311 | 1.390 | 1.320 | 1.583 | 1.770
00:00:10.00 | 2.503 | 1.293 | 1.260 | 1.293 | 1.277 | 1.402 | 1.580 | 1.733
00:00:11.00 | 2.349 | 1.313 | 1.304 | 1.297 | 1.255 | 1.304 | 1.833 | 1.754
00:00:12.00 | 2.435 | 1.286 | 1.309 | 1.317 | 1.260 | 1.301 | 1.682 | 1.732
00:00:13.00 | 2.449 | 1.292 | 1.308 | 1.284 | 1.243 | 1.285 | 1.749 | 1.773
00:00:14.00 | 2.375 | 1.270 | 1.269 | 1.301 | 1.269 | 1.318 | 1.673 | 1.801
00:00:15.00 | 2.473 | 1.268 | 1.299 | 1.299 | 1.259 | 1.316 | 1.705 | 1.756
00:00:16.00 | 2.427 | 1.275 | 1.269 | 1.310 | 1.254 | 1.297 | 1.608 | 1.753
00:00:17.00 | 2.281 | 1.277 | 1.285 | 1.308 | 1.277 | 1.300 | 1.699 | 1.766
00:00:18.00 | 2.195 | 1.277 | 1.284 | 1.308 | 1.268 | 1.309 | 1.588 | 1.773
00:00:19.00 | 2.324 | 1.301 | 1.293 | 1.309 | 1.277 | 1.317 | 1.622 | 1.774
00:00:20.00 | 2.420 | 1.276 | 1.304 | 1.296 | 1.247 | 1.325 | 1.600 | 1.709
00:00:21.00 | 2.460 | 1.261 | 1.285 | 1.310 | 1.361 | 1.318 | 1.606 | 1.791
00:00:22.00 | 2.300 | 1.294 | 1.294 | 1.302 | 1.262 | 1.343 | 1.555 | 1.776
00:00:23.00 | 2.425 | 1.276 | 1.268 | 1.308 | 1.252 | 1.316 | 1.664 | 1.756
00:00:24.00 | 2.350 | 1.270 | 1.286 | 1.286 | 1.244 | 1.309 | 2.012 | 1.784
00:00:25.00 | 1.800 | 1.284 | 1.292 | 1.351 | 1.269 | 1.300 | 1.707 | 1.731
00:00:26.00 | 1.271 | 1.294 | 1.294 | 1.335 | 1.286 | 1.302 | 1.650 | 1.751
00:00:27.00 | 1.275 | 1.275 | 1.289 | 1.302 | 1.261 | 1.325 | 1.687 | 1.746
00:00:28.00 | 1.389 | 1.295 | 1.294 | 1.311 | 1.270 | 1.303 | 1.649 | 1.742
00:00:29.00 | 1.353 | 1.294 | 1.286 | 1.286 | 1.253 | 1.286 | 1.665 | 1.751
00:00:30.00 | 1.752 | 1.293 | 1.309 | 1.293 | 1.286 | 1.293 | 1.657 | 1.792
00:00:31.00 | 2.523 | 1.279 | 1.287 | 1.296 | 1.270 | 1.310 | 1.573 | 1.760
00:00:32.00 | 2.392 | 1.290 | 1.298 | 1.304 | 1.269 | 1.312 | 1.674 | 1.704
00:00:33.00 | 2.347 | 1.268 | 1.308 | 1.300 | 1.277 | 1.292 | 1.613 | 1.748
00:00:34.00 | 2.415 | 1.268 | 1.316 | 1.300 | 1.242 | 1.292 | 1.731 | 1.715
00:00:35.00 | 2.472 | 1.279 | 1.271 | 1.302 | 1.287 | 1.302 | 1.761 | 1.735
00:00:36.00 | 2.389 | 1.275 | 1.316 | 1.346 | 1.275 | 1.296 | 1.751 | 1.737
00:00:37.00 | 2.363 | 1.276 | 1.291 | 1.316 | 1.242 | 1.333 | 1.603 | 1.747
00:00:38.00 | 2.376 | 1.329 | 1.262 | 1.294 | 1.262 | 1.318 | 1.650 | 1.742
00:00:39.00 | 2.393 | 1.278 | 1.262 | 1.455 | 1.286 | 1.278 | 1.590 | 1.775
00:00:40.00 | 2.426 | 1.293 | 1.269 | 1.293 | 1.252 | 1.300 | 1.605 | 1.765
00:00:41.00 | 2.398 | 1.269 | 1.283 | 1.296 | 1.312 | 1.290 | 1.652 | 1.746
00:00:42.00 | 2.438 | 1.271 | 1.318 | 1.310 | 1.254 | 1.336 | 1.615 | 1.734
00:00:43.00 | 2.189 | 1.285 | 1.285 | 1.309 | 1.344 | 1.334 | 1.749 | 1.766
