 time       |  1001 |  1002 |  1003 |  1004 |  1005 |  1006 |  1007 |  1008
------------+-------+-------+-------+-------+-------+-------+-------+------
00:00:01.00 | 1.277 | 1.284 | 0.000 | 0.000 | 0.000 | 0.000 | 1.712 | 0.911
00:00:02.00 | 1.263 | 1.290 | 0.000 | 0.000 | 0.000 | 0.000 | 1.602 | 0.875
00:00:03.00 | 1.461 | 1.277 | 0.000 | 0.000 | 0.000 | 0.000 | 1.800 | 0.884
00:00:04.00 | 1.293 | 1.286 | 0.000 | 0.000 | 0.000 | 0.000 | 1.663 | 0.928
00:00:05.00 | 1.279 | 1.299 | 0.000 | 0.000 | 0.000 | 0.000 | 1.605 | 0.905
00:00:06.00 | 1.270 | 1.271 | 0.000 | 0.000 | 0.000 | 0.000 | 1.786 | 0.912
00:00:07.00 | 1.271 | 1.297 | 0.000 | 0.000 | 0.000 | 0.000 | 1.653 | 0.911
00:00:08.00 | 1.269 | 1.276 | 0.000 | 0.000 | 0.000 | 0.000 | 1.702 | 0.888
00:00:09.00 | 2.166 | 1.270 | 0.000 | 0.000 | 0.000 | 0.000 | 1.658 | 0.877
00:00:10.00 | 2.364 | 1.304 | 0.000 | 0.000 | 0.000 | 0.000 | 1.610 | 0.919
00:00:11.00 | 2.527 | 1.356 | 0.000 | 0.000 | 0.000 | 0.000 | 1.746 | 0.922
00:00:12.00 | 2.605 | 1.329 | 0.000 | 0.000 | 0.000 | 0.000 | 1.654 | 0.890
00:00:13.00 | 2.416 | 1.328 | 0.000 | 0.000 | 0.000 | 0.000 | 1.704 | 0.919
00:00:14.00 | 2.223 | 1.329 | 0.000 | 0.000 | 0.000 | 0.000 | 1.607 | 0.894
00:00:15.00 | 2.298 | 1.290 | 0.000 | 0.000 | 0.000 | 0.000 | 1.623 | 0.874
00:00:16.00 | 2.386 | 1.277 | 0.000 | 0.000 | 0.000 | 0.000 | 1.587 | 0.896
00:00:17.00 | 2.299 | 1.277 | 0.000 | 0.000 | 0.000 | 0.000 | 1.631 | 0.902
00:00:18.00 | 2.315 | 1.286 | 0.000 | 0.000 | 0.000 | 0.000 | 1.656 | 0.883
00:00:19.00 | 2.358 | 1.304 | 0.000 | 0.000 | 0.000 | 0.000 | 1.739 | 0.874
00:00:20.00 | 2.234 | 1.278 | 0.000 | 0.000 | 0.000 | 0.000 | 1.851 | 0.894
00:00:21.00 | 2.467 | 1.342 | 0.000 | 0.000 | 0.000 | 0.000 | 1.726 | 0.890
00:00:22.00 | 2.337 | 1.295 | 0.000 | 0.000 | 0.000 | 0.000 | 1.659 | 0.921
00:00:23.00 | 2.371 | 1.341 | 0.000 | 0.000 | 0.000 | 0.000 | 1.748 | 0.926
00:00:24.00 | 2.387 | 1.321 | 0.000 | 0.000 | 0.000 | 0.000 | 1.625 | 0.882
00:00:25.00 | 2.217 | 1.321 | 0.000 | 0.000 | 0.000 | 0.000 | 1.641 | 0.920
00:00:26.00 | 2.403 | 1.298 | 0.000 | 0.000 | 0.000 | 0.000 | 1.720 | 0.890
00:00:27.00 | 1.507 | 1.269 | 0.000 | 0.000 | 0.000 | 0.000 | 1.739 | 0.888
00:00:28.00 | 1.389 | 1.296 | 0.000 | 0.000 | 0.000 | 0.000 | 1.584 | 0.913
00:00:29.00 | 1.286 | 1.293 | 0.000 | 0.000 | 0.000 | 0.000 | 1.793 | 0.920
00:00:30.00 | 1.273 | 1.287 | 0.000 | 0.000 | 0.000 | 0.000 | 1.722 | 0.915
00:00:31.00 | 1.295 | 1.287 | 0.000 | 0.000 | 0.000 | 0.000 | 1.718 | 0.894
00:00:32.00 | 2.087 | 1.293 | 0.000 | 0.000 | 0.000 | 0.000 | 1.721 | 0.906
00:00:33.00 | 2.446 | 1.335 | 0.000 | 0.000 | 0.000 | 0.000 | 1.588 | 0.882
00:00:34.00 | 2.398 | 1.351 | 0.000 | 0.000 | 0.000 | 0.000 | 1.755 | 0.919
00:00:35.00 | 2.365 | 1.355 | 0.000 | 0.000 | 0.000 | 0.000 | 1.581 | 0.897
00:00:36.00 | 2.385 | 1.335 | 0.000 | 0.000 | 0.000 | 0.000 | 1.653 | 0.896
00:00:37.00 | 2.351 | 1.279 | 0.000 | 0.000 | 0.000 | 0.000 | 1.625 | 0.887
00:00:38.00 | 2.495 | 1.270 | 0.000 | 0.000 | 0.000 | 0.000 | 1.609 | 0.905
00:00:39.00 | 2.465 | 1.296 | 0.000 | 0.000 | 0.000 | 0.000 | 1.719 | 0.904
00:00:40.00 | 2.384 | 1.303 | 0.000 | 0.000 | 0.000 | 0.000 | 1.884 | 0.926
00:00:41.00 | 2.413 | 1.297 | 0.000 | 0.000 | 0.000 | 0.000 | 1.776 | 0.897
00:00:42.00 | 2.384 | 1.285 | 0.000 | 0.000 | 0.000 | 0.000 | 1.614 | 0.919
00:00:43.00 | 2.393 | 1.291 | 0.000 | 0.000 | 0.000 | 0.000 | 1.769 | 0.934
